,roa,pb,pe,ps,currentratio,Close,Volume,Momentum_10,12d_EMA,26d_EMA,dif,dea,MACD,RSI_7,RSI_15,K_9,D_9,J_9,OBV,VR_10,VR_30,Yesterday_Return,Daily_Return
2018-05-03,0.198,127.91,23.923,2.116,1.17,183.19,3895987.0,0.0,184.49069284064663,184.5384475110892,-0.04775467044257198,-0.01015586535581851,-0.07519761017350693,100.0,100.0,61.23672391845357,76.61881315226405,30.472545450832598,7289943.0,1.1293930393715876,1.1293930393715876,0.010044216387357308,-0.014630735302027853
2018-05-04,0.198,127.91,23.923,2.116,1.17,185.03,3582327.0,0.0,184.66093103448276,184.67586410635153,-0.014933071868767911,-0.01177416024502901,-0.006317823247477802,32.00000000000003,32.00000000000003,62.67115395580443,70.82517010142699,46.363121664559316,3166893.0,0.5123489803398488,0.5123489803398488,-0.007944657623088158,0.010044216387357308
2018-05-07,0.198,127.91,23.923,2.116,1.17,183.56,4168056.0,0.0,184.36181200711562,184.41709061759676,-0.05527861048113891,-0.024715750629402494,-0.06112571970347284,53.42465753424662,53.42465753424662,53.91223286434229,64.33252594880206,33.07164669542277,7062880.0,1.02861075031266,1.02861075031266,0.008062758770974066,-0.007944657623088158
2018-05-08,0.198,127.91,23.923,2.116,1.17,185.04,3392251.0,0.0,184.5266473687242,184.54185439874513,-0.0152070300209175,-0.02213835866986432,0.01386265729789364,42.68125854993165,42.68125854993165,57.91230373672284,61.986489862282895,49.76393148560274,3480553.0,0.6975058813296348,0.6975058813296348,0.007133592736705774,0.008062758770974066
2018-05-09,0.198,127.91,23.923,2.116,1.17,186.36,3849033.0,0.0,184.935753593982,184.86520216891134,0.07055142507067558,0.001318952856446164,0.13846494442845883,52.332195676905556,52.332195676905556,68.26760516917615,64.21035244544228,76.3821106166439,7648609.0,1.0720326186120934,1.0720326186120934,0.0042927666881305004,0.007133592736705774
2018-05-10,0.198,127.91,23.923,2.116,1.17,187.16,5350002.0,0.0,185.399919536372,185.23495096074794,0.16496857562407286,0.040647034639345096,0.2486430819694555,58.55588526211679,58.55588526211679,75.1238164527083,67.995879135988,89.37969108614888,11040860.0,1.3768482686592995,1.3768482686592995,0.016830519341739736,0.0042927666881305004
2018-05-11,0.198,127.91,23.923,2.116,1.17,190.31,7021481.0,0.0,186.37130821644436,185.9871846405971,0.3841235758472692,0.11999181965428336,0.5282635123859717,61.59486709440881,61.59486709440881,81.89032388640834,72.75105372299483,100.16886421323537,14889893.0,1.722708730030863,1.722708730030863,0.004046030161315883,0.016830519341739736
2018-05-14,0.198,127.91,23.923,2.116,1.17,191.08,10143621.0,0.0,187.26360347942148,186.6899435934123,0.5736598860091817,0.2216398019128907,0.7040401681925821,67.21439749608766,70.199146514936,86.18296777991235,77.30737193725261,103.9341594652318,20239895.0,2.203440945124573,2.203440945124573,-0.0162235712790455,0.004046030161315883
2018-05-15,0.198,127.91,23.923,2.116,1.17,187.98,5043211.0,0.0,187.39468676914717,186.85726431803718,0.5374224511099897,0.29073124119534466,0.49338241982929,86.42659279778397,71.74645987862445,78.99791927237034,77.8774787316453,81.23880035382044,27261376.0,1.3510372421632606,1.3510372421632606,-0.008511543781253295,-0.0162235712790455
2018-05-16,0.198,127.91,23.923,2.116,1.17,186.38,4227127.0,3.3499999999999943,187.214278792667,186.7986248765933,0.41565391607369406,0.3175593927045191,0.19618904673834991,62.2001654259718,59.341885108756244,68.00700433362981,74.56176524581487,54.897482509259675,17117755.0,0.985979723189087,0.8666791569636251,-0.005633651679364693,-0.008511543781253295
2018-05-17,0.198,127.91,23.923,2.116,1.17,185.33,4696173.0,0.46999999999999886,186.8870964114828,186.62657573720148,0.26052067428130954,0.30548801818765037,-0.08993468781268166,61.53846153846148,54.480286738351246,55.583823632027766,68.20311248058134,30.345245934920626,12074544.0,0.6904975280548805,0.7355688877527531,0.01127718124426691,-0.005633651679364693
