,roa,pb,pe,ps,currentratio,Close,Volume,Momentum_10,12d_EMA,26d_EMA,dif,dea,MACD,RSI_7,RSI_15,K_9,D_9,J_9,OBV,VR_10,VR_30,Yesterday_Return,Daily_Return
2018-05-03,0.06,2.45,16.214,0.54,0.902,62.23,5523656.0,0.0,63.59039260969976,63.685027106949235,-0.09463449724947282,-0.051804806565044936,-0.08565938136885576,0.0,0.0,19.159549482224758,28.679291240806176,0.12006596506191869,-354582.0,0.9344740648451405,0.9344740648451405,0.02538968343242809,-0.022309505106048677
2018-05-04,0.06,2.45,16.214,0.54,0.902,63.81,5334645.0,0.0,63.659714080459764,63.719964066583344,-0.0602499861235799,-0.0546656397488305,-0.011168692749498804,0.0,0.0,30.251044828947517,29.332173500495657,32.08878748585124,-7293450.0,0.4094463802219739,0.4094463802219739,-0.02366400250744405,0.02538968343242809
2018-05-07,0.06,2.45,16.214,0.54,0.902,62.3,5406914.0,0.0,63.29028462438522,63.39066854276041,-0.10038391837518645,-0.06826579402844614,-0.06423624869348063,33.12368972746336,33.12368972746336,23.27563657675858,27.007152216975733,15.812605296324264,-1769794.0,0.85669905833845,0.85669905833845,0.0009630818619583703,-0.02366400250744405
2018-05-08,0.06,2.45,16.214,0.54,0.902,62.36,3739191.0,0.0,63.064176518567386,63.18423385396291,-0.1200573353955221,-0.08230418129291941,-0.07550630820520537,25.15923566878983,25.15923566878983,21.030164713909333,24.823080091795084,13.444333958137832,-7104439.0,0.598275098508123,0.598275098508123,0.009300833867863956,0.0009630818619583703
2018-05-09,0.06,2.45,16.214,0.54,0.902,62.94,4288276.0,0.0,63.03646696290956,63.140798129110344,-0.10433116620078664,-0.0878786235466151,-0.032905085308343074,25.86750788643538,25.86750788643538,24.046771842484176,24.548223989926388,23.043867547599753,-1697525.0,0.9040123979662577,0.9040123979662577,0.013822688274547357,0.009300833867863956
2018-05-10,0.06,2.45,16.214,0.54,0.902,63.81,6189141.0,0.0,63.19789138520352,63.24862313221263,-0.05073174700910954,-0.0789515305674844,0.05643956711674972,32.08092485549135,32.08092485549135,32.417761373884076,27.27791126331504,42.69746159502215,2041666.0,1.1154472679305594,1.1154472679305594,0.004388026955022717,0.013822688274547357
2018-05-11,0.06,2.45,16.214,0.54,0.902,64.09,4792015.0,0.0,63.37438222200909,63.37333365471212,0.0010485672969693383,-0.0604711110782635,0.12303935675046568,39.66623876765086,39.66623876765086,39.864066009523526,31.58534234619407,56.421513336182436,6329942.0,1.3579304891490087,1.3579304891490087,0.015759088781400976,0.004388026955022717
2018-05-14,0.06,2.45,16.214,0.54,0.902,65.1,4984071.0,0.0,63.701386120286685,63.61159680525721,0.08978931502947773,-0.026804053024364522,0.2331867361076845,53.49206349206352,41.75960346964068,56.064912258313406,39.889200589714015,88.4163355955122,12519083.0,1.7078992985855226,1.7078992985855226,-0.007526881720430034,0.015759088781400976
2018-05-15,0.06,2.45,16.214,0.54,0.902,64.61,4159535.0,0.0,63.86764055204617,63.74109001590994,0.1265505361362287,0.006749054825653918,0.23960296262114955,74.36332767402372,48.23788546255503,64.08362329616611,48.04833608673736,96.15419771502361,17311098.0,1.9788667534151858,1.9788667534151858,0.01748955270082031,-0.007526881720430034
2018-05-16,0.06,2.45,16.214,0.54,0.902,65.74,3983008.0,-0.8100000000000023,64.20053991519923,63.986687603103746,0.21385231209548294,0.05122614891196913,0.3252523263670276,58.3333333333333,45.768025078369895,74.18162571707984,56.82709355698223,108.89069003727506,12327027.0,1.9747575832764297,2.260694133663439,0.0038028597505324058,0.01748955270082031
2018-05-17,0.06,2.45,16.214,0.54,0.902,65.99,3388176.0,2.0899999999999963,64.51125816658416,64.22137528905554,0.28988287752861197,0.10173420434769442,0.3762973463618351,88.91402714932136,51.4953271028037,82.4582538967307,65.41494000983907,116.54488167051394,16486562.0,3.1843204956885613,2.495897615335534,-0.025003788452795717,0.0038028597505324058
2018-05-18,0.06,2.45,16.214,0.54,0.902,64.34,3168105.0,3.759999999999998,64.48209836878125,64.2346982558196,0.24740011296165676,0.13220762111336357,0.2303849836965864,89.37093275488077,52.60273972602737,75.63331432958081,68.83277252527174,89.23439793819898,20469570.0,8.072853395118138,2.7211192685077767,0.0024867889337891746,-0.025003788452795717
2018-05-21,0.06,2.45,16.214,0.54,0.902,64.5,4307452.0,0.5300000000000011,64.48509719847563,64.26339740585972,0.2216997926159081,0.15075876579087996,0.1418820536500563,62.323943661971924,45.714285714285715,70.64892214275798,69.43954138381653,73.06768366064088,17081394.0,4.30390019467326,2.2836103353426647,-0.0041860465116277945,0.0024867889337891746
2018-05-22,0.06,2.45,16.214,0.54,0.902,64.23,4964625.0,2.200000000000003,64.44294037509967,64.25990376285365,0.18303661224601342,0.15740130596601626,0.05127061255999432,56.941649899396396,46.3949843260188,62.67537748854616,67.18138217610758,53.66336811342333,20249499.0,12.015389991547075,2.433949783732862,-0.004982095593959346,-0.0041860465116277945
2018-05-23,0.06,2.45,16.214,0.54,0.902,63.91,3573015.0,1.8700000000000045,64.35586149682608,64.22438547526022,0.13147602156585947,0.15209680228190925,-0.04124156143209956,51.41129032258066,45.433614735226406,54.225989600322116,62.85853046594936,36.960907869067626,15942047.0,4.587454331212475,2.020871367836301,-0.007823501799405386,-0.004982095593959346
2018-05-24,0.06,2.45,16.214,0.54,0.902,63.41,3412089.0,0.9699999999999989,64.202775611213,64.14392562610769,0.058849985105311475,0.13310531869293157,-0.1485106671752402,36.065573770491774,51.122625215889464,43.34647756045555,56.350108975822124,17.339214729722386,10977422.0,4.746692017857412,2.216479493834313,0.0018924459864375631,-0.007823501799405386
2018-05-25,0.06,2.45,16.214,0.54,0.902,63.53,4749783.0,-0.4000000000000057,64.0947525518218,64.08473431231351,0.010018239508283955,0.10812794090626535,-0.19621940279596278,35.98130841121488,55.53470919324578,37.29034953697915,49.99398862821043,11.883071354516588,7404407.0,2.8610809660045136,1.942954005630895,-0.0130646938454273,0.0018924459864375631
2018-05-29,0.06,2.45,16.214,0.54,0.902,62.7,3272104.0,-0.5600000000000023,63.87230074321465,63.95414334162617,-0.08184259841151942,0.06969068161455275,-0.30306656005214433,16.207951070336446,48.47826086956521,26.695802244745998,42.22559032037689,-4.363773906515789,10816496.0,2.6146402898734125,2.0608012943798566,0.013397129186602852,-0.0130646938454273
2018-05-30,0.06,2.45,16.214,0.54,0.902,63.54,6508734.0,-2.3999999999999915,63.81959899216434,63.91586106222766,-0.09626207006332521,0.036191152660373385,-0.26490644544739717,7.2727272727273125,52.34741784037562,27.556921521971177,37.33505357120006,8.000657423513402,6066713.0,1.5401908402236275,1.7703736510727062,-0.01809883537928858,0.013397129186602852
2018-05-31,0.063,2.231,14.342,0.482,0.93,62.39,3225489.0,-1.0700000000000003,63.593941488061525,63.777357991894704,-0.18341650383317898,-0.008056871428793157,-0.35071926480877164,36.84210526315782,56.34408602150539,20.73257361594584,31.800153807009398,-1.4025867661812796,9338817.0,1.4333159824816746,1.8674593278241138,0.007533258535021625,-0.01809883537928858
2018-06-01,0.063,2.231,14.342,0.482,0.93,62.86,3564184.0,-3.3499999999999943,63.47855285470295,63.69545646646292,-0.21690361175997452,-0.05007424629850806,-0.3336587309229329,23.821339950372224,47.213779128672755,20.488360650086012,28.029220079784253,5.406641790689534,2830083.0,0.8345451002256832,1.565191417008994,0.006999681832643878,0.007533258535021625
