,roa,pb,pe,ps,currentratio,Close,Volume,Momentum_10,12d_EMA,26d_EMA,dif,dea,MACD,RSI_7,RSI_15,K_9,D_9,J_9,OBV,VR_10,VR_30,Yesterday_Return,Daily_Return
2018-05-03,0.046,7.355,23.516,1.669,1.375,141.99,4400350.0,0.0,142.98304849884525,143.07021192705767,-0.08716342821242051,-0.0544805979433063,-0.06536566053822843,0.0,0.0,44.18471883003347,56.61985717421576,19.31444214166889,-763552.0,0.8529998502183,0.8529998502183,0.01352207901964908,-0.0032292032292030592
2018-05-04,0.046,7.355,23.516,1.669,1.375,143.91,3657009.0,0.0,143.27565086206897,143.3049799738666,-0.029329111797636642,-0.045960446809949373,0.03326267002462546,0.0,0.0,58.36411927755792,57.3443968171425,60.403564198388764,-5780779.0,0.4338926105814716,0.4338926105814716,-0.004794663331248672,0.01352207901964908
2018-05-07,0.046,7.355,23.516,1.669,1.375,143.22,5367438.0,0.0,143.2605307217397,143.28527276741863,-0.02474204567892002,-0.039648452185059635,0.029812813012279227,38.94523326572,38.94523326572,60.85156045536736,58.690748735134044,65.17318389583401,-1380429.0,0.8648156143890591,0.8648156143890591,-0.001536098310291889,-0.004794663331248672
2018-05-08,0.046,7.355,23.516,1.669,1.375,143.0,4195121.0,0.0,143.19720804988663,143.22813490735865,-0.03092685747202495,-0.037284415106541687,0.012715115269033475,34.163701067615584,34.163701067615584,60.74022426641351,59.4396548315264,63.34136313618774,-5037438.0,0.6367702489288286,0.6367702489288286,-0.0027272727272725783,-0.001536098310291889
2018-05-09,0.046,7.355,23.516,1.669,1.375,142.61,3726608.0,0.0,143.06617462803862,143.11820281841133,-0.05202819037270956,-0.041015671298276074,-0.02202503814886697,32.87671232876705,32.87671232876705,57.97486180759109,58.9210370003225,56.08251142212828,-10404876.0,0.6367702489288286,0.6367702489288286,0.011429773508169205,-0.0027272727272725783
2018-05-10,0.046,7.355,23.516,1.669,1.375,144.24,3073154.0,0.0,143.3111338908719,143.29895214062128,0.012181750250618961,-0.028231330522342644,0.0808261615459232,30.818619582664518,30.818619582664518,67.267708612,61.81622666166092,78.17067251267818,-14599997.0,0.939263849156453,0.939263849156453,-0.000693288962839822,0.011429773508169205
2018-05-11,0.046,7.355,23.516,1.669,1.375,144.14,3215062.0,0.0,143.4751131090674,143.4236138968519,0.051499212215503576,-0.009813179604637966,0.12262478364028309,45.16539440203565,45.16539440203565,72.58769068370545,65.50260585151196,86.75786034809244,-10873389.0,1.2079748280667315,1.2079748280667315,0.0011100319134176306,-0.000693288962839822
2018-05-14,0.046,7.355,23.516,1.669,1.375,144.3,4088991.0,0.0,143.63142885431148,143.54454664949392,0.08688220481755593,0.011852199665295864,0.15006001030452013,65.61922365988917,44.597989949748644,76.5577024467126,69.2526698977564,91.16776754462498,-13946543.0,1.4295678208585783,1.4295678208585783,-0.003880803880803918,0.0011100319134176306
2018-05-15,0.046,7.355,23.516,1.669,1.375,143.74,3168494.0,0.0,143.65129475613725,143.5698970109743,0.08139774516294551,0.027068367641380296,0.10865875504313044,72.60273972602735,45.689655172413865,75.54786635960014,71.37561209545834,83.89237488788373,-10731481.0,1.1605279449368877,1.1605279449368877,0.006191735077222704,-0.003880803880803918
2018-05-16,0.046,7.355,23.516,1.669,1.375,144.63,3147470.0,-1.259999999999991,143.82530533554416,143.7001473665951,0.12515796894905407,0.04813390028322794,0.15404813733165224,47.73333333333352,42.741935483871025,80.36101855805667,74.39401143295069,92.29503280826862,-14820472.0,1.1405272120670185,1.3998808442567237,-0.0008988453294613841,0.006191735077222704
2018-05-17,0.046,7.355,23.516,1.669,1.375,144.5,2677517.0,2.180000000000007,143.9424579605952,143.7938499583262,0.14860800226898618,0.06939771103923234,0.1584205824595077,67.84810126582266,48.066875653082526,81.02842203749974,76.61690336690329,89.85145937869262,-11651978.0,1.905303239938977,1.5853515937344076,-0.0029065743944636235,-0.0008988453294613841
2018-05-18,0.046,7.355,23.516,1.669,1.375,144.08,2894698.0,2.509999999999991,143.96587697843498,143.825988013411,0.13988896502397097,0.08414453396747429,0.11148886211299336,69.43005181347144,47.42268041237113,77.87857599942393,77.03890647741075,79.5579150434503,-14799448.0,3.296345162906495,1.5853515937344076,0.00978622987229305,-0.0029065743944636235
2018-05-21,0.046,7.355,23.516,1.669,1.375,145.49,2284020.0,0.17000000000001592,144.2211936766227,144.00599334967146,0.2152003269512477,0.11131154685417681,0.20777756019414176,68.89460154241637,45.4545454545455,81.40890544938031,78.49890694352541,87.22890246109012,-17476965.0,1.9113251796831445,1.3705448007521466,-0.0027493298508488584,0.00978622987229305
2018-05-22,0.046,7.355,23.516,1.669,1.375,145.09,3459747.0,2.2700000000000102,144.36477077171196,144.11938935019788,0.24538142151408238,0.13890212759325446,0.21295858784165583,67.02997275204352,52.124891587163965,76.29079619626472,77.76174774798103,73.3488930928321,-14582267.0,3.5887624077674647,1.5170298973621885,-0.0028947549796679573,-0.0027493298508488584
2018-05-23,0.046,7.355,23.516,1.669,1.375,144.67,3398601.0,2.0900000000000034,144.41464317781492,144.17528113956357,0.2393620382513575,0.1594569634811009,0.1598101495405132,61.96473551637302,50.37720033528921,68.615631601984,74.70994491053348,56.42700498488506,-16866287.0,2.5862911951533882,1.3598551621154507,-0.004147369876270068,-0.0028947549796679573
2018-05-24,0.046,7.355,23.516,1.669,1.375,144.07,4914194.0,2.059999999999974,144.35886333449395,144.1648795485907,0.19398378590324228,0.16648900598146638,0.054989559843551805,54.373522458628564,61.32653061224491,57.40892830402869,68.93903454921934,34.3487158136474,-20326034.0,2.4963547802698898,1.5167949410527828,-0.002984660234608194,-0.004147369876270068
2018-05-25,0.046,7.355,23.516,1.669,1.375,143.64,4537638.0,-0.17000000000001592,144.24344027904726,144.11427356515625,0.12916671389100998,0.15891540040415647,-0.05949737302629299,53.8641686182668,60.46277665995968,45.575441646014035,61.14765561173186,14.431013714578384,-23724635.0,1.441451033243486,1.3141912119411112,-0.016847674742411445,-0.002984660234608194
2018-05-29,0.046,7.355,23.516,1.669,1.375,141.22,5118530.0,-0.5,143.7612258838047,143.84132156927697,-0.08009568547225854,0.11055563307171996,-0.381302637087957,37.00787401574792,48.402366863905264,35.99747523395646,52.76174026739052,2.4689451670883216,-28638829.0,0.825496073415433,1.1014558142709419,0.009913609970259252,-0.016847674742411445
2018-05-30,0.046,7.355,23.516,1.669,1.375,142.62,6829459.0,-3.0800000000000125,143.5802313971881,143.7284259390662,-0.1481945418780981,0.05832384486699397,-0.41303677349018414,23.11475409836062,40.17681728880158,37.40088936727424,47.64042988414637,16.92180833352998,-33176467.0,0.7642012646551729,0.9582279305173327,-0.009185247510868022,0.009913609970259252
2018-05-31,0.046,7.355,23.516,1.669,1.375,141.31,3856317.0,-1.1200000000000045,143.22188282976938,143.50890436778727,-0.287021538017882,-0.011258659973501322,-0.5515257560887613,39.68926553672313,48.327464788732414,31.050305783193213,42.10964928861253,8.931618772354582,-28057937.0,0.8220016651723532,1.1049096195629156,0.004529049607246316,-0.009185247510868022
2018-06-01,0.046,7.355,23.516,1.669,1.375,141.95,3035198.0,-3.319999999999993,143.02192026612283,143.36972571904585,-0.3478054529230121,-0.07896770220291773,-0.5376755014401888,20.05730659025791,44.70684039087944,30.376486824642864,38.19824660924908,14.732967255430424,-34887396.0,0.4655969830321123,0.9240601661073171,0.007678760126805129,0.004529049607246316
2018-06-04,0.046,7.355,23.516,1.669,1.375,143.04,2835837.0,-2.5500000000000114,143.02475316987875,143.34072879619097,-0.3159756263122233,-0.12659419678649692,-0.3787628590514528,28.25484764542926,39.85828166519036,35.98928481695027,37.46188226942383,33.044089912003145,-31031079.0,0.4025923664278571,0.845881806277008,0.004614093959731447,0.007678760126805129
2018-06-05,0.046,7.355,23.516,1.669,1.375,143.7,3220139.0,-1.0400000000000205,143.13025725121298,143.37189184037743,-0.24163458916444824,-0.1496895269525568,-0.18389012442378289,39.6704689480355,45.52117263843651,49.902835910182404,41.60903105226046,66.49044562602629,-27995881.0,0.561891724507943,0.9124705169469828,0.007028531663187287,0.004614093959731447
2018-06-06,0.046,7.355,23.516,1.669,1.375,144.71,4263382.0,-1.7900000000000205,143.37649375071018,143.48650715616657,-0.11001340545638527,-0.14173024720634567,0.06343368349992079,47.672955974842736,47.652582159624316,66.52841971578005,49.91571324829495,99.75383265075024,-25160044.0,0.5596120778014788,0.9746854793646601,0.004491742104899554,0.007028531663187287
2018-06-07,0.046,7.355,23.516,1.669,1.375,145.36,5210116.0,-0.37999999999999545,143.68504053618668,143.6451435948953,0.03989694129137433,-0.10531676711427099,0.29042741681129064,56.27198124267304,53.66591080876795,70.80330523231214,56.87836645891577,98.65318277910488,-21939905.0,0.7507347933560583,1.0453315802740906,0.00536598789212972,0.004491742104899554
2018-06-08,0.046,7.355,23.516,1.669,1.375,146.14,3259986.0,0.6900000000000261,144.06627287142737,143.85417769312755,0.21209517829981905,-0.041711347256519454,0.5076130511126771,80.62130177514794,52.80985373364133,77.6593974453073,63.805458069955606,105.36727619601069,-17676523.0,0.7848794170717978,1.1388652181038397,0.0030108115505680377,0.00536598789212972
2018-06-11,0.046,7.355,23.516,1.669,1.375,146.58,2640503.0,2.069999999999993,144.45606820628754,144.08036676896938,0.3757014373181562,0.04190059286897024,0.6676016888983719,78.66449511400643,56.01173020527855,80.75618436679257,69.45574436907143,103.35706436223484,-12466407.0,1.1760682798076116,1.2531690977456311,0.001978441806522069,0.0030108115505680377
2018-06-12,0.046,7.355,23.516,1.669,1.375,146.87,2967991.0,2.940000000000026,144.82993229623938,144.30980747267705,0.5201248235623268,0.13766398834920443,0.7649216704262447,100.0,59.15080527086381,83.82201628259224,74.24452664753312,102.97699555271049,-9206421.0,1.2813228085741801,1.169524366859034,-0.0035405460611426243,0.001978441806522069
2018-06-13,0.046,7.355,23.516,1.669,1.375,146.35,3326233.0,5.650000000000006,145.06511422423443,144.47624804926522,0.5888661749692119,0.22799388406893067,0.7217445818005624,100.0,55.50239234449757,82.60450379724044,77.03119538593046,93.75112061986039,-6565918.0,1.4278803576332586,1.1095393807348346,-0.007857874957294175,-0.0035405460611426243
2018-06-14,0.046,7.355,23.516,1.669,1.375,145.2,9115939.0,3.7299999999999898,145.0859653097278,144.5348523980303,0.5511129116975155,0.292668930445497,0.516887962504037,88.04597701149407,54.9763033175355,73.921084776926,75.99448944669786,69.77427543738227,-9533909.0,0.9493929096560871,0.9676879140859233,0.0013085399449035418,-0.007857874957294175
2018-06-15,0.046,7.355,23.516,1.669,1.375,145.39,3955833.0,3.8899999999999864,145.13292937066072,144.60362181022958,0.5293075604311355,0.3400266729779981,0.37856177490627474,65.49586776859493,51.979088872292756,66.76583117584289,72.91826526965687,54.46096298821493,-12860142.0,1.1566031588004009,1.002065507244271,-0.006259027443427989,0.0013085399449035418
2018-06-18,0.046,7.355,23.516,1.669,1.375,144.48,3481239.0,3.4399999999999977,145.03213457388043,144.5937430414089,0.4383915324715133,0.359709625319241,0.1573638143045446,58.45771144278578,55.084745762711826,54.70841079834932,66.8483075263012,30.428617342445563,-3744203.0,2.269886220364514,1.2994200510338272,-0.004014396456256786,-0.006259027443427989
2018-06-19,0.046,7.355,23.516,1.669,1.375,143.9,3328267.0,1.4399999999999977,144.85745540019576,144.5386269138912,0.31882848630456806,0.3515300794983322,-0.06540318638752829,39.71962616822402,53.12035661218426,43.401514823985046,59.03270459140738,12.13913528914037,-7700036.0,2.345380822000485,1.2900744945866174,-0.008825573314802049,-0.004014396456256786
2018-06-20,0.046,7.355,23.516,1.669,1.375,142.63,3887629.0,0.20000000000001705,144.51393023392666,144.38780178250195,0.1261284514247052,0.3064351197324863,-0.3606133366155623,22.54901960784346,61.53184165232361,30.369431835147733,49.47827596491175,-7.84825642438031,-11181275.0,2.398305560778675,1.476809086989903,-0.00967538386033795,-0.008825573314802049
2018-06-21,0.046,7.355,23.516,1.669,1.375,141.25,5979237.0,-2.0800000000000125,144.01074635756513,144.14106479945715,-0.13031844189202957,0.2190617239771682,-0.6987603317383955,9.775967413441753,50.04351610095732,22.338961074255824,40.43183490680541,-13.846786590843351,-14509542.0,1.676643853177676,1.372752075185027,0.00021238938053103062,-0.00967538386033795
2018-06-22,0.046,7.355,23.516,1.669,1.375,141.28,8937085.0,-4.110000000000014,143.5898949813465,143.91710982326668,-0.32721484192018124,0.10978371464311544,-0.8739971131265933,3.1666666666666288,49.74048442906573,17.365438912838215,32.743034677595055,-13.389752616675466,-18397171.0,1.1211975368727483,1.1863038223755662,-0.01762457531143835,0.00021238938053103062
2018-06-25,0.046,7.355,23.516,1.669,1.375,138.79,4139455.0,-4.859999999999985,142.85035441839912,143.5174557441525,-0.6671013257533787,-0.045619114160017016,-1.2429644231867232,3.9927404718693147,46.940639269406454,13.426795520030238,26.30428741828162,-12.328188276472531,-12417934.0,0.6519539740414337,0.9968240180219995,0.002089487715253302,-0.01762457531143835
2018-06-26,0.046,7.355,23.516,1.669,1.375,139.08,4097588.0,-7.7900000000000205,142.26957213501822,143.17289485956329,-0.9033227245450632,-0.2171826409413115,-1.3722801672075033,3.2116788321167746,32.79352226720651,12.016330985411193,21.541634843268007,-7.034276730302437,-21355019.0,0.532817468856368,0.8153900032827204,-0.011504170261720015,0.002089487715253302
2018-06-27,0.046,7.355,23.516,1.669,1.375,137.48,4523456.0,-7.789999999999992,141.53193277547552,142.73242560044054,-1.2004928249650106,-0.4138655926649093,-1.5732544646002027,4.604316546762889,30.717863105175468,8.135575368931402,17.07294808239722,-9.739170058000237,-17215564.0,0.5082928009015075,0.8041341146630557,0.018620890311318083,-0.011504170261720015
2018-06-28,0.046,7.355,23.516,1.669,1.375,140.04,3753684.0,-8.870000000000005,141.30219854682508,142.5247926169958,-1.2225940701707145,-0.5756250491387505,-1.2939380420639282,4.1884816753929295,21.241050119331785,17.634938416555702,17.26027820131303,18.384258847041046,-21313152.0,0.49125295506871036,0.7002244246269299,-0.002427877749214491,0.018620890311318083
2018-06-29,0.046,7.355,23.516,1.669,1.375,139.7,3405612.0,-5.159999999999997,141.0555191987806,142.30761278622373,-1.2520935874431416,-0.7109279650389234,-1.0823312448084363,29.937629937629996,31.62983425414363,22.364829415291588,18.96179531823369,29.17089760940739,-16789696.0,0.6940065811940567,0.7192918212505973,0.001145311381532066,-0.002427877749214491
